oa_id,region,region_key,title,first_author,year,cites,venue,doi,measures,measure_setting,open_world
W7153706961,Generative agents (open-world),C,"NeuroWise: A Multi-Agent LLM ""Glass-Box"" System for Practicing Double-Empathy Communication with Autistic Partners",Albert Tang,2026,1,,https://doi.org/10.1145/3772363.3798437,,,
W4401018192,Generative agents (open-world),C,The Power of Atmosphere: LLM-Based Social Task Generation of Robots,Hanna Lee,2024,1,,https://doi.org/10.1109/ur61395.2024.10597450,,,
W4401907601,Generative agents (open-world),C,LLM-Based Empathetic Response Through Psychologist-Agent Debate,Yijie Wu,2024,1,Lecture notes in computer science,https://doi.org/10.1007/978-981-97-7232-2_14,,,
W4406612816,Generative agents (open-world),C,Large Language Model Assisted Experiment Design with Generative Human-Behavior Agents,Haoyu Liu,2024,1,,https://doi.org/10.1109/wsc63780.2024.10838726,,,
W4408665543,Generative agents (open-world),C,"An AI researchers' perspective: At the crossroad of LLMs, agent-based modeling, and complex systems",Siyue Ren,2025,1,Physics of Life Reviews,https://doi.org/10.1016/j.plrev.2025.03.015,,,
W4411232722,Generative agents (open-world),C,"""I apologize for my actions"": Emergent Properties and Technical Challenges of Generative Agents",N'yoma Diamond,2025,1,,https://doi.org/10.1109/alife-ciscompanion65078.2025.11031053,,,
W4412376881,Generative agents (open-world),C,AgentCF++: Memory-enhanced LLM-based Agents for Popularity-aware Cross-domain Recommendations,Jiahao Liu,2025,1,,https://doi.org/10.1145/3726302.3730161,,,
W7116786793,Generative agents (open-world),C,LLM-Based Multi-Agent System for Simulating and Analyzing Marketing and Consumer Behavior,Man-Lin Chu,2025,1,,https://doi.org/10.1109/icebe68123.2025.00018,,,
W7160090358,Generative agents (open-world),C,Towards Human-Like Virtual Beings: Simulating Human Behavior in 3D Scenes,Chen Liang,2025,1,,https://doi.org/10.1109/iccv51701.2025.01001,,,
W7133363377,Generative agents (open-world),C,Beyond Pre-Defined Scripts: Player Perceptions on Generative Non-Player Character Dialogues,Manuel Hochreiter,2026,1,,https://doi.org/10.1145/3742413.3789221,,,
W7154019849,Generative agents (open-world),C,All Futures at Once: Supporting Speculative Design for Placemaking with Multi-Agent Social Simulation,Jiayang Li,2026,1,,https://doi.org/10.1145/3772318.3791543,,,
W7154025559,Generative agents (open-world),C,LLM-based Embodied Conversational Agent for Reducing Foreign Language Speaking Anxiety in Social VR,Mengxu Pan,2026,1,,https://doi.org/10.1145/3772318.3791068,,,
W4414360914,Generative agents (open-world),C,Generative Agents for Multimodal Controversy Detection,Tianjiao Xu,2024,1,,https://doi.org/10.24963/ijcai.2024/1107,,,
W4416073097,Generative agents (open-world),C,VChatter: Exploring Generative Conversational Agents for Simulating Exposure Therapy to Reduce Social Anxiety,Han Zhang,2025,1,ArXiv.org,https://doi.org/10.48550/arxiv.2506.03520,,,
W4415685501,Generative agents (open-world),C,VChater: Exploring Generative Conversational Agents for Simulating Exposure Therapy to Reduce Social Anxiety,Han Zhang,2024,1,,https://doi.org/10.1145/3758871.3758900,,,
W4416110717,Generative agents (open-world),C,Simulating conversations on social media with generative agent-based models,Min Soo Jeon,2025,1,EPJ Data Science,https://doi.org/10.1140/epjds/s13688-025-00593-3,,,
W4387356325,Generative agents (open-world),C,Lyfe Agents: Generative agents for low-cost real-time social interactions,Zhao Kaiya,2023,1,ArXiv.org,https://doi.org/10.48550/arxiv.2310.02172,,,
W4407075307,Generative agents (open-world),C,The Impact of Big Five Personality Traits on AI Agent Decision-Making in Public Spaces: A Social Simulation Study,Mingjun Ren,2025,1,Research Square,https://doi.org/10.21203/rs.3.rs-5936825/v1,,,
W4399724596,Generative agents (open-world),C,Large Language Model Assisted Experiment Design with Generative Human-Behavior Agents,Haoyu Liu,2024,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4862474,,,
W4405941853,Generative agents (open-world),C,Constructing LLM-based Agent Model and Its Application to Multi-Agent Simulation,Arata Kato,2024,0,Transactions of the Japanese Society for Artificial Intelligence,https://doi.org/10.1527/tjsai.40-1_ag25-a,,,
W4410236147,Generative agents (open-world),C,Slice of Life: A Social Physics Game with Interactive Conversations using Symbolically Grounded LLM-Based Generative Dialogue,Mike Treanor,2025,0,,https://doi.org/10.1145/3723498.3723806,,,
W4413206605,Generative agents (open-world),C,Getting LLM to think and act like a human being: logical path reasoning and replanning,Lin Zhang,2025,0,,https://doi.org/10.1109/iccai66501.2025.00054,,,
W4413945223,Generative agents (open-world),C,Humanoid artificial consciousness designed with Large Language Model based on psychoanalysis and personality theory,Sang Hun Kim,2025,0,Cognitive Systems Research,https://doi.org/10.1016/j.cogsys.2025.101392,,,
W4414565767,Generative agents (open-world),C,Can Agents Spontaneously Form a Society? Introducing a Novel Architecture for Generative Multi-Agents to Elicit Social Emergence,Han‐Zhong Zhang,2025,0,,https://doi.org/10.1145/3746058.3758414,,,
W4414648558,Generative agents (open-world),C,An Explainable Emotion Alignment Framework for LLM-Empowered Agent in Metaverse Service Ecosystem,Qun Ma,2025,0,,https://doi.org/10.1109/icws67624.2025.00074,,,
W4414648671,Generative agents (open-world),C,A Framework for Analyzing Abnormal Emergence in Service Ecosystems Through LLM-Based Agent Intention Mining,Yifan Shen,2025,0,,https://doi.org/10.1109/icws67624.2025.00068,,,
W4414818091,Generative agents (open-world),C,MIMIC: Integrating Diverse Personality Traits for Better Game Testing Using Large Language Model,Yifei Chen,2025,0,,https://doi.org/10.1109/ase63991.2025.00012,,,
W4415033644,Generative agents (open-world),C,CommentAgent: a LLM-powered agent framework for automated comment generation and opinion understanding,Han Xiao,2025,0,The Journal of Supercomputing,https://doi.org/10.1007/s11227-025-07957-6,,,
W4415034134,Generative agents (open-world),C,Influence Message Wargaming in the Metaverse: Towards LLM-Based Persuasion and Counter-Persuasion,Xinyi Liu,2025,0,,https://doi.org/10.1109/metacom65502.2025.00046,,,
W4415048221,Generative agents (open-world),C,Multi-Agent Task Planning Method with Personalized Task Guidance in Power Systems,Zhirong Luan,2025,0,,https://doi.org/10.23919/ccc64809.2025.11178379,,,
W4415141208,Generative agents (open-world),C,Value-based large language model agent simulation for mutual evaluation of trust and interpersonal closeness,Y Sakamoto,2025,0,Scientific Reports,https://doi.org/10.1038/s41598-025-25531-1,,,
W4415224268,Generative agents (open-world),C,Designing Generative Multi-Agent Systems for Resilience,Nguyen-Luc Dao,2025,0,Procedia Computer Science,https://doi.org/10.1016/j.procs.2025.08.189,,,
W4415524649,Generative agents (open-world),C,CollabPersona: A Framework for Collaborative Decision Analysis in Persona Driven LLM-Based Multi-Agent Systems,Onat Arda Tamer,2025,0,,https://doi.org/10.1109/mlsp62443.2025.11204223,,,
W4415685809,Generative agents (open-world),C,Evaluating Community Design through Simulating Social Interactions with Large Language Model-Based Agents,Ziyi Yang,2024,0,,https://doi.org/10.1145/3758871.3758931,,,
W4415822421,Generative agents (open-world),C,I Love Lemurs! What’s Your Favorite Animal? : Generating Personality-Driven Conversations for the Tabletop Robot Haru,Lu Cao,2025,0,,https://doi.org/10.1109/ro-man63969.2025.11217859,,,
W4415974403,Generative agents (open-world),C,Conversation Simulation and Behavioral Change Design for Evacuation Decision-Making,Fumio Tanabe,2025,0,Procedia Computer Science,https://doi.org/10.1016/j.procs.2025.09.266,,,
W4416061433,Generative agents (open-world),C,Constella: Supporting Storywriters’ Interconnected Character Creation through LLM-Based Multi-Agents,Syemin Park,2026,0,ACM Transactions on Computer-Human Interaction,https://doi.org/10.1145/3796234,,,
W4416222640,Generative agents (open-world),C,From Prompt to Action: A Comprehensive Review of LLM Autonomous Agents,Zainab Rafique,2025,0,,https://doi.org/10.1109/wisee57913.2025.11229863,,,
W4416252363,Generative agents (open-world),C,Talking to the Mona Lisa? LLM-based Role-playing Agent Enables Artworks in Virtual Exhibitions to Speak,Yifan Li,2025,0,,https://doi.org/10.1109/ijcnn64981.2025.11227929,,,
W4416874699,Generative agents (open-world),C,A Prompt-Driven Modular Framework for LLM-Based Agents in Scalable Interactive Learning Systems,Yifan Li,2025,0,,https://doi.org/10.1109/aann66429.2025.11257597,,,
W7105642519,Generative agents (open-world),C,FEMA: Emotion-Driven Personification in Generative Agents,Sihan Shao,2025,0,,https://doi.org/10.1109/ijcnn64981.2025.11229401,,,
W7115891008,Generative agents (open-world),C,Reasoning Capabilities of Large Language Models in Games,Christian Poglitsch,2025,0,IEEE Transactions on Games,https://doi.org/10.1109/tg.2025.3645858,,,
W7118009690,Generative agents (open-world),C,An Immersing Oriented Role-Playing Framework with Duplex Relationship Modeling,Yuntao Wen,2026,0,Lecture notes in computer science,https://doi.org/10.1007/978-981-95-4158-4_11,,,
W7118023392,Generative agents (open-world),C,Personality-Aware Multiagent Large Language Models for Strategic Interactions in Polymatrix Games,Rafik Hadfi,2025,0,,https://doi.org/10.1145/3765766.3765856,,,
W7125013279,Generative agents (open-world),C,Leveraging LLM-based agents for social science research: insights from citation network simulations,Jiarui Ji,2026,0,Humanities and Social Sciences Communications,https://doi.org/10.1057/s41599-025-06193-w,,,
W7125522749,Generative agents (open-world),C,Can LLM Agents Solve Collaborative Tasks? A Study on Urgency-Aware Planning and Coordination,João Vitor de Carvalho Silva,2025,0,,https://doi.org/10.1109/icar65334.2025.11338680,,,
W7125597973,Generative agents (open-world),C,Research of Crowd Behavior Simulation Methods Based on Relationships and Emotional Evolution,Zuan Gu,2026,0,ACM Transactions on Modeling and Computer Simulation,https://doi.org/10.1145/3787458,,,
W7125930376,Generative agents (open-world),C,MIMIC: Integrating Diverse Personality Traits for Better Game Testing Using Large Language Model,Yifei Chen,2025,0,,https://doi.org/10.1109/ase63991.2025.00012,,,
W7125953276,Generative agents (open-world),C,LLM-Powered Multi-Agent Collaboration for Intelligent Industrial On-Call Automation,Ruowei Fu,2025,0,,https://doi.org/10.1109/ase63991.2025.00184,,,
W7128158403,Generative agents (open-world),C,Constella: Supporting Storywriters’ Interconnected Character Creation through LLM-based Multi-Agents,Syemin Park,2026,0,ACM Transactions on Computer-Human Interaction,https://doi.org/10.1145/3796234,,,
W7130505189,Generative agents (open-world),C,LLM agents reveal how human bias shapes path-dependent market dynamics,Ryuji Hashimoto,2026,0,Journal of Computational Social Science,https://doi.org/10.1007/s42001-026-00465-4,,,
W7130648309,Generative agents (open-world),C,Keyword-Centered Rescheduling for LLM Agents,Youngmin Ji,2026,0,Cognitive Computation,https://doi.org/10.1007/s12559-026-10561-2,,,
W7130688764,Generative agents (open-world),C,Pandora: A Large Language Model-Driven Self-Evolving Agent for On-Campus Task Execution,Wenting Zeng,2025,0,,https://doi.org/10.1109/swc65939.2025.00200,,,
W7131241851,Generative agents (open-world),C,Application of Large Language Models in the Problem of Event Forecasting,A. D. Dakhnovich,2025,0,Automatic Control and Computer Sciences,https://doi.org/10.3103/s0146411625701111,,,
W7131285337,Generative agents (open-world),C,Generative agents in the streets: Exploring the use of Large Language Models (LLMs) in collecting urban perceptions,Deepank Verma,2026,0,Computers in Human Behavior Artificial Humans,https://doi.org/10.1016/j.chbah.2026.100277,,,
W7131822099,Generative agents (open-world),C,DevNous: An LLM-based multi-agent system for grounding IT project management in unstructured conversation,Stavros Doropoulos,2026,0,Information and Software Technology,https://doi.org/10.1016/j.infsof.2026.108078,,,
W7132826852,Generative agents (open-world),C,CHARISMA: Character-Based Interaction Simulation with Multi-LLM Agents Toward Computational Social Psychology,Vahid Sadiri Javadi,2026,0,,https://doi.org/10.1145/3786304.3787921,,,
W7133931190,Generative agents (open-world),C,An LLM-Driven Multi-Agent Simulation Framework for Coupled Epidemic–Economic Dynamics,S. Wang,2026,0,Information,https://doi.org/10.3390/info17030259,,,
W7134933297,Generative agents (open-world),C,Persona-Driven LLM Interaction in Stock Market Simulations,Medhashree Parhy,2025,0,,https://doi.org/10.1109/icdmw69685.2025.00378,,,
W7134959731,Generative agents (open-world),C,Modeling Network Formation with LLM Agents: The Role of Demographics and Personality,Christos Gkartzios,2025,0,,https://doi.org/10.1109/icdmw69685.2025.00022,,,
W7140130684,Generative agents (open-world),C,Generative AI for climate governance and acceptability-constrained policy design,Ajaykumar Manivannan,2026,0,npj Climate Action,https://doi.org/10.1038/s44168-026-00362-6,,,
W7140381092,Generative agents (open-world),C,Multi-Agent Collaboration Frameworks for Task-Oriented Large Language Models,Deepak Gupta,2025,0,,https://doi.org/10.1109/etcom66606.2025.11436367,,,
W7147234952,Generative agents (open-world),C,A Survey of Personalization: From RAG to Agent,Xiaopeng Li,2026,0,ACM Transactions on Information Systems,https://doi.org/10.1145/3802586,,,
W7150019935,Generative agents (open-world),C,LGA: lightweight design and privacy analysis of generative agents in social simulations,Yu Guo,2026,0,International Journal of Information Security,https://doi.org/10.1007/s10207-026-01244-y,,,
W7150994001,Generative agents (open-world),C,Generative Agents for High-Fidelity Simulation of Community-Scale Mobility and Energy Behavior,Yongjian Chen,2026,0,SAE technical papers on CD-ROM/SAE technical paper series,https://doi.org/10.4271/2026-01-0465,,,
W7152364666,Generative agents (open-world),C,Belief-Driven Multi-Agent Collaboration via Approximate Perfect Bayesian Equilibrium for Social Simulation,Weiwei Fang,2026,0,,https://doi.org/10.1145/3774904.3792976,,,
W7152530463,Generative agents (open-world),C,Beyond Playtesting: A Generative Multi-Agent Simulation System for Massively Multiplayer Online Games,Ran Zhang,2026,0,,https://doi.org/10.1145/3774904.3792901,,,
W7153084911,Generative agents (open-world),C,From Symbols to Synapses: The Reemergence of Agency in the Large Language Model Era,Bo An,2026,0,IEEE Intelligent Systems,https://doi.org/10.1109/mis.2026.3668397,,,
W7153709769,Generative agents (open-world),C,Empower My Digital Neighbors: How LLM-Driven NPCs Shape Player Interaction in Single-Player and Multiplayer Contexts,Han Nan,2026,0,,https://doi.org/10.1145/3772363.3798665,,,
W7153869466,Generative agents (open-world),C,"From Human-Human Collaboration to Human-Agent Collaboration: A Vision, Design Philosophy, and an Empirical Framework for Achieving Successful Partnerships Between Humans and LLM Agents",Bingsheng Yao,2026,0,,https://doi.org/10.1145/3772363.3778744,,,
W7153888488,Generative agents (open-world),C,Synonymix: Unified Group Personas for Generative Simulations,Huanxing Chen,2026,0,,https://doi.org/10.1145/3772363.3799082,,,
W7154008882,Generative agents (open-world),C,RPGAgent: Driving Coherent Story-to-Play Generation with an LLM-Based Multi-Agent System,Shunan Zhang,2026,0,,https://doi.org/10.1145/3772318.3790326,,,
W7154048355,Generative agents (open-world),C,Simulating Emergency Teamwork Behavior with Multi-Agent LLMs: Reproducing Human Training Patterns Using Persona-Based Agents,Atsushi Shimoda,2026,0,,https://doi.org/10.1109/icmsci67830.2026.11469339,,,
W7155079475,Generative agents (open-world),C,Non-Bayesian Social Learning for Modeling Interacting Large Language Model Agents,Zoya Firsova,2026,0,,https://doi.org/10.1109/icassp55912.2026.11462766,,,
W7155099237,Generative agents (open-world),C,DSGBench: A Diverse Strategic Game Benchmark for Evaluating LLM-Based Agents in Complex Decision-Making Environments,W L Tang,2026,0,,https://doi.org/10.1109/icassp55912.2026.11460704,,,
W7155179065,Generative agents (open-world),C,Choosing agent-based modelling as a method of social research: practical recommendations,A. A. Serdyuk,2026,0,Ukrainian society,https://doi.org/10.15407/socium2026.01.043,,,
W7159618407,Generative agents (open-world),C,"A Survey on LLM Agents: Architecture, Applications, and Challenges",Donghun Lee,2026,0,,https://doi.org/10.1109/icoin68469.2026.11480623,,,
W7159774990,Generative agents (open-world),C,Feedback-Enhanced Adaptive Three-Stage LLM Agents for Household Cooperation,Xianglong Jiang,2026,0,Lecture notes in electrical engineering,https://doi.org/10.1007/978-981-95-7656-2_50,,,
W7160857296,Generative agents (open-world),C,FictionRAG: A Stateful Metacognitive Framework for High-Fidelity Long-Narrative Role-Playing,Yifei Deng,2026,0,Algorithms,https://doi.org/10.3390/a19050383,,,
W7160956257,Generative agents (open-world),C,LLM-Powered Multi-Agent Systems: A Survey of Collaboration and Learning Strategies,Sahar Yarmohammadtoosky,2026,0,,https://doi.org/10.1145/3806262.3806263,,,
W7162289821,Generative agents (open-world),C,LLM-Based Multi-agent Collaborative Spectrum Cognition Method,Lihao Liu,2026,0,Journal of Advances in Information Technology,https://doi.org/10.12720/jait.17.5.1015-1027,,,
W7162405503,Generative agents (open-world),C,Architecting Multi-Agent Generative AI Ecosystems for Predictive Market Simulation and Strategic Foresight,Pavan Bhausaheb Shinde,2026,0,International Journal of Advanced Research in Science Communication and Technology,https://doi.org/10.48175/ijarsct-35811,,,
W7162786543,Generative agents (open-world),C,Socio-technical regional disaster recovery modeling using generative LLM-based agents,Nikola Blagojevic,2026,0,International Journal of Disaster Risk Reduction,https://doi.org/10.1016/j.ijdrr.2026.106205,,,
W7163003714,Generative agents (open-world),C,Multi-Agent Systems: From Classical Paradigms to Large Foundation Model-Enabled Futures,Zixiang Wang,2026,0,IEEE/CAA Journal of Automatica Sinica,https://doi.org/10.1109/jas.2026.126113,,,
W7163030569,Generative agents (open-world),C,Virtual User Lab: An Interactive System for Simulating User Perspectives with AI Personas for Ideation and Evaluation,Chandan Kumar,2026,0,,https://doi.org/10.1145/3774935.3812731,,,
W7163379468,Generative agents (open-world),C,Predictive Self-Healing for Multi-Agent LLM Pipelines Using Model Predictive Control,Tejas Patel,2026,0,,https://doi.org/10.1109/sustech67720.2026.11536606,,,
W7163521887,Generative agents (open-world),C,Sustaining collaborative culture in entrepreneurial ecosystems through reputational gossip and the give-first norm: A generative agent-based model,Jose Nicolas Fuentes,2026,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.6879252,,,
W7163680668,Generative agents (open-world),C,"Event-Based Sentiment Analysis of Financial News Using Large Language Models: A Comprehensive Framework Integrating RAG, GNNs, and Multi-Agent Systems",Amit Kulkarni,2026,0,Information,https://doi.org/10.3390/info17060558,,,
W7165042472,Generative agents (open-world),C,Reproducible Expert Weight Elicitation via LLM Multi-Agent Simulation: A Best–Worst Method Decision Support Framework for AI-Driven E-Commerce Platform Evaluation,Der‐Fa Chen,2026,0,Applied Sciences,https://doi.org/10.3390/app16126093,,,
W7165367252,Generative agents (open-world),C,Towards Generative Occupants: LLM Agents in Physics-Based Building Simulation,Luke Nicholas,2026,0,,https://doi.org/10.1145/3765611.3813753,,,
W7165368849,Generative agents (open-world),C,From Static Surveys to Living Agents: A Generative LLM-Agent Workflow for Residential Energy Simulation,Hailan Yang,2026,0,,https://doi.org/10.1145/3765611.3815494,,,
W7165519718,Generative agents (open-world),C,LLM Teams: Harnessing Large Language Models as Multi-Agent Teammates for Joint Problem-Solving,Ching Nam Hang,2026,0,,https://doi.org/10.1145/3774398.3811571,,,
W7166019205,Generative agents (open-world),C,A Generative Multi-agent Framework for Modeling Depressive Language Entrainment,Chris Hoynck van Papendrecht,2026,0,Lecture notes in computer science,https://doi.org/10.1007/978-3-032-29909-3_29,,,
W7166348687,Generative agents (open-world),C,From Rule-Based to LLM-Based Agents: A Calibrated Simulation Framework for Classroom Social Networks,Kyosuke Takami,2026,0,Lecture notes in computer science,https://doi.org/10.1007/978-3-032-29760-0_42,,,
W4412136563,Generative agents (open-world),C,"Generative Life Agents: A Novel Framework for Persistent, Evolving Personas with Traceable Personality Drift",Eeman Majumder,2025,0,Research Square,https://doi.org/10.21203/rs.3.rs-7018899/v1,,,
W4406800520,Scale & society platforms,D,The rise and potential of large language model based agents: a survey,Zhiheng Xi,2025,409,Science China Information Sciences,https://doi.org/10.1007/s11432-024-4222-0,,,
W4403203873,Scale & society platforms,D,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",Xinyi Li,2024,273,Vicinagearth.,https://doi.org/10.1007/s44336-024-00009-2,,,
W4386794445,Scale & society platforms,D,The Rise and Potential of Large Language Model Based Agents: A Survey,Zhiheng Xi,2023,252,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.07864,,,
W4402901320,Scale & society platforms,D,Large language models empowered agent-based modeling and simulation: a survey and perspectives,Chen Gao,2024,199,Humanities and Social Sciences Communications,https://doi.org/10.1057/s41599-024-03611-3,,,
W4362508448,Scale & society platforms,D,"CAMEL: Communicative Agents for ""Mind"" Exploration of Large Language Model Society",Guohao Li,2023,99,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2303.17760,,,
W4388744821,Scale & society platforms,D,S3: Social-network Simulation System with Large Language Model-Empowered Agents,Chen Gao,2023,97,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4607026,,,
W4403904079,Scale & society platforms,D,LLMs and generative agent-based models for complex systems research,Yikang Lu,2024,69,Physics of Life Reviews,https://doi.org/10.1016/j.plrev.2024.10.013,,,
W4391591599,Scale & society platforms,D,Large Language Model based Multi-Agents: A Survey of Progress and Challenges,Taicheng Guo,2024,57,ArXiv.org,https://doi.org/10.48550/arxiv.2402.01680,,,
W4410358178,Scale & society platforms,D,Emergent social conventions and collective bias in LLM populations,Ariel Flint Ashery,2025,42,Science Advances,https://doi.org/10.1126/sciadv.adu9368,,,
W4402671229,Scale & society platforms,D,EconAgent: Large Language Model-Empowered Agents for Simulating Macroeconomic Activities,Nian Li,2024,36,,https://doi.org/10.18653/v1/2024.acl-long.829,,,
W4378802343,Scale & society platforms,D,ChatGPT Chats on Computational Experiments: From Interactive Intelligence to Imaginative Intelligence for Design of Artificial Societies and Optimization of Foundational Models,Xiao Xue,2023,34,IEEE/CAA Journal of Automatica Sinica,https://doi.org/10.1109/jas.2023.123585,,,
W4401043540,Scale & society platforms,D,Simulating Opinion Dynamics with Networks of LLM-based Agents,Yun‐Shiuan Chuang,2024,31,,https://doi.org/10.18653/v1/2024.findings-naacl.211,,,
W4396605295,Scale & society platforms,D,AgentLens: Visual Analysis for Agent Behaviors in LLM-Based Autonomous Systems,Jiaying Lu,2024,25,IEEE Transactions on Visualization and Computer Graphics,https://doi.org/10.1109/tvcg.2024.3394053,,,
W4404783497,Scale & society platforms,D,AgentReview: Exploring Peer Review Dynamics with LLM Agents,Yiqiao Jin,2024,24,,https://doi.org/10.18653/v1/2024.emnlp-main.70,,,
W4402670287,Scale & society platforms,D,Unveiling the Truth and Facilitating Change: Towards Agent-based Large-scale Social Movement Simulation,Xinyi Mou,2024,22,,https://doi.org/10.18653/v1/2024.findings-acl.285,,,
W4410951249,Scale & society platforms,D,Toward LLM-agent-based modeling of transportation systems: A conceptual framework,Tianming Liu,2025,20,Artificial Intelligence for Transportation,https://doi.org/10.1016/j.ait.2025.100001,,,
W4400645556,Scale & society platforms,D,How far are we towards sustainable Carfree cities combining shared autonomous vehicles with park-and-ride: An agent-based simulation assessment for Brussels,Jingjun Li,2024,19,Computers Environment and Urban Systems,https://doi.org/10.1016/j.compenvurbsys.2024.102148,,,
W4387561135,Scale & society platforms,D,MetaAgents: Large Language Model Based Agents for Decision-Making on Teaming,Yuan Li,2023,18,ArXiv.org,https://doi.org/10.48550/arxiv.2310.06500,,,
W4318688573,Scale & society platforms,D,Unpacking a Black Box: A Conceptual Anatomy Framework for Agent-Based Social Simulation Models,Özge Dilaver,2023,17,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.4998,,,
W4388144571,Scale & society platforms,D,"How Availability Heuristic, Confirmation Bias and Fear May Drive Societal Polarisation: An Opinion Dynamics Simulation of the Case of COVID-19 Vaccination",Teng Li,2023,15,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5135,,,
W4393972593,Scale & society platforms,D,Large-Language-Model-Powered Agent-Based Framework for Misinformation and Disinformation Research: Opportunities and Open Challenges,Javier Pastor-Galindo,2024,13,IEEE Security & Privacy,https://doi.org/10.1109/msec.2024.3380511,,,
W7116746165,Scale & society platforms,D,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society,Jinghua Piao,2025,13,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5954414,,,
W4383604715,Scale & society platforms,D,Wireless Multi-Agent Generative AI: From Connected Intelligence to Collective Intelligence,Hang Zou,2023,13,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2307.02757,,,
W4389217265,Scale & society platforms,D,War and Peace (WarAgent): Large Language Model-based Multi-Agent Simulation of World Wars,Wenyue Hua,2023,13,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.17227,,,
W4381548956,Scale & society platforms,D,Agent-based modelling with geographically weighted calibration for intra-urban activities simulation using taxi GPS trajectories,Shuhui Gong,2023,13,International Journal of Applied Earth Observation and Geoinformation,https://doi.org/10.1016/j.jag.2023.103368,,,
W4385714639,Scale & society platforms,D,AgentSims: An Open-Source Sandbox for Large Language Model Evaluation,Jiaju Lin,2023,13,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2308.04026,,,
W4404241907,Scale & society platforms,D,The power of social networks and social media’s filter bubble in shaping polarisation: an agent-based model,Cristina Chueca Del Cerro,2024,13,Applied Network Science,https://doi.org/10.1007/s41109-024-00679-3,,,
W4391545956,Scale & society platforms,D,The Epistemic Role of Diversity in Juries: An Agent-Based Model,Patrick Grim,2024,13,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5304,,,
W4417145541,Scale & society platforms,D,An Agent‑Based Simulation of Politicized Topics Using Large Language Models: Algorithmic Personalization and Polarization on Social Media,Ljubiša Bojić,2025,12,Chinese Political Science Review,https://doi.org/10.1007/s41111-025-00326-x,,,
W4409374430,Scale & society platforms,D,Towards integrating process mining with agent-based modeling and simulation: State of the art and outlook,Rob Bemthuis,2025,12,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2025.127571,,,
W4390046143,Scale & society platforms,D,Large Language Models Empowered Agent-based Modeling and Simulation: A Survey and Perspectives,Chen Gao,2023,11,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2312.11970,,,
W4406740302,Scale & society platforms,D,Agent-Based Modelling Meets Generative AI in Social Network Simulations,Antonino Ferraro,2025,10,Lecture notes in computer science,https://doi.org/10.1007/978-3-031-78541-2_10,,,
W4405580534,Scale & society platforms,D,CitySEIRCast: an agent-based city digital twin for pandemic analysis and simulation,Shakir Bilal,2024,10,Complex & Intelligent Systems,https://doi.org/10.1007/s40747-024-01683-x,,,
W4403577440,Scale & society platforms,D,"Frontiers of Large Language Model-Based Agentic Systems - Construction, Efficacy and Safety",Jia He,2024,9,,https://doi.org/10.1145/3627673.3679105,,,
W4411385133,Scale & society platforms,D,A Review of Agent-Based Models for Energy Commodity Markets and Their Natural Integration with RL Models,Silvia Trimarchi,2025,9,Energies,https://doi.org/10.3390/en18123171,,,
W4391505394,Scale & society platforms,D,Computational Experiments Meet Large Language Model Based Agents: A Survey and Perspective,Qun Ma,2024,8,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.00262,,,
W4404420873,Scale & society platforms,D,Simulating Social Network with LLM Agents: An Analysis of Information Propagation and Echo Chambers,Wenzhen Zheng,2024,7,Communications in computer and information science,https://doi.org/10.1007/978-981-96-0178-3_5,,,
W4385374144,Scale & society platforms,D,S$^3$: Social-network Simulation System with Large Language Model-Empowered Agents,Chen Gao,2023,7,ArXiv.org,https://doi.org/10.48550/arxiv.2307.14984,,,
W4387994499,Scale & society platforms,D,CompeteAI: Understanding the Competition Dynamics in Large Language Model-based Agents,Qinlin Zhao,2023,7,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.17512,,,
W4411395081,Scale & society platforms,D,The impact of sample retention and further analysis on doping behavior and detection: evidence from agent-based simulations,Daniel Westmattelmann,2025,6,Frontiers in Sports and Active Living,https://doi.org/10.3389/fspor.2025.1578929,,,
W4411120875,Scale & society platforms,D,Understanding Online Polarization Through Human-Agent Interaction in a Synthetic LLM-Based Social Network,Tim Donkers,2025,6,Proceedings of the International AAAI Conference on Web and Social Media,https://doi.org/10.1609/icwsm.v19i1.35826,,,
W4416036229,Scale & society platforms,D,ReSo: A Reward-driven Self-organizing LLM-based Multi-Agent System for Reasoning Tasks,Heng Zhou,2025,6,,https://doi.org/10.18653/v1/2025.emnlp-main.808,,,
